min_cluster_size,min_sample,n_dim,validity_index_score,noise,top_10,top_1,n_clusters,total
475,40,2,0.21309907053413543,27458,50622,21925,39,104253
475,30,2,0.1471746670228835,26347,50263,23395,41,104253
475,35,2,0.23095296008304042,26305,50896,21558,38,104253
475,45,2,0.31097906637359374,24182,52946,23783,39,104253
475,1,50,0.24146357855184405,33524,42876,10717,40,104253
125,3,50,0.26239472837418887,34630,28746,7396,108,104253
125,2,50,0.261403783361191,33551,30090,7396,114,104253
125,5,50,0.2066022491108716,34124,31355,7396,101,104253
125,4,50,0.29214015607303945,35350,28438,7396,106,104253
125,6,50,0.2873081635790343,36026,29492,7391,104,104253
175,2,50,0.279241413231989,36571,27242,7396,85,104253
175,3,50,0.2730875654048837,35282,28927,7396,84,104253
175,4,50,0.2868401475659087,36039,28438,7396,87,104253
175,6,50,0.28101629670035905,37221,28474,7391,84,104253
175,5,50,0.2055497884311997,34928,31355,7396,81,104253
225,3,50,0.24834871965784072,36652,28927,7396,73,104253
225,4,50,0.2610552184447442,35292,31617,7396,72,104253
225,6,50,0.26477052930998995,38480,29140,7391,67,104253
225,5,50,0.22558631279110372,36371,31355,7396,71,104253
225,2,50,0.24108580528463242,36481,29845,7396,75,104253
275,3,50,0.23497795705974056,37878,29798,7396,63,104253
275,4,50,0.24481078248495808,36648,32281,7396,61,104253
275,6,50,0.25344641367785886,39484,29140,7391,61,104253
275,5,50,0.20905260335389886,36832,32017,7396,60,104253
275,2,50,0.22555772863340035,36659,31469,7396,64,104253
325,3,50,0.25334962533155647,37708,30020,7396,59,104253
325,6,50,0.31027724233307785,34724,37961,8051,52,104253
325,4,50,0.2575377714844249,37351,32281,7396,54,104253
325,5,50,0.24089225469330786,37356,32017,7396,56,104253
325,2,50,0.2334768161618808,36804,31602,7396,61,104253
375,6,50,0.3040685360903369,35349,38366,8051,49,104253
375,5,50,0.2504167563568046,38353,32395,7396,52,104253
375,4,50,0.26527347274738833,37605,32676,7396,51,104253
375,2,50,0.2470350904509619,32512,40779,10045,50,104253
375,3,50,0.24761636273157475,39059,30394,7396,54,104253
425,4,50,0.25004606017659853,39204,32676,7396,47,104253
425,5,50,0.23900760644566527,39885,32478,7396,47,104253
425,2,50,0.23540627537212322,34051,40911,10045,45,104253
425,6,50,0.281627021704568,36864,38463,8051,44,104253
425,3,50,0.3533880139566845,34183,40053,11424,44,104253
475,5,50,0.25160831181361965,41172,33026,7396,43,104253
475,4,50,0.2628613758669829,40476,33238,7396,43,104253
475,6,50,0.33096582105576483,38637,39007,8051,39,104253
475,2,50,0.2436737390121413,34304,42718,11012,39,104253
475,3,50,0.3662563596741272,35454,40613,11424,40,104253
125,7,50,0.23729480048877868,34985,30570,7393,102,104253
125,8,50,0.2900709131336436,35996,29876,7396,103,104253
125,9,50,0.2743216792672417,35296,29702,7390,102,104253
125,10,50,0.3266624652026369,36373,28127,7386,102,104253
175,7,50,0.26832521317341884,34130,33318,7393,80,104253
175,9,50,0.28331498783181713,36012,30140,7390,85,104253
175,8,50,0.2917417443101054,36294,30404,7396,82,104253
175,10,50,0.319549796013481,37676,28487,7386,81,104253
225,7,50,0.2778549404105642,35934,33591,7393,65,104253
225,9,50,0.2940569000580161,35876,33082,7390,67,104253
225,8,50,0.28278621984865066,37566,30967,7396,70,104253
225,10,50,0.3067280534057442,38768,28791,7386,68,104253
275,9,50,0.3141379944932518,37024,33082,7390,58,104253
275,7,50,0.3066064032183366,37134,33591,7393,58,104253
275,8,50,0.27942613015508955,38330,31302,7396,61,104253
275,10,50,0.3034340805317818,38443,30616,7386,58,104253
325,9,50,0.3112073587137541,37306,33413,7390,56,104253
325,7,50,0.2941654342854558,37628,33682,7393,53,104253
325,10,50,0.34257807426668496,38514,31146,7386,56,104253
325,8,50,0.32263039588762155,39124,31666,7396,56,104253
375,9,50,0.30784039287142523,37635,33775,7390,54,104253
375,8,50,0.3189946614001463,39460,32021,7396,54,104253
375,10,50,0.33905934965266693,38843,31507,7386,54,104253
375,7,50,0.29086042522580297,37938,33977,7393,51,104253
50,11,50,0.35488745748540235,34550,27707,7385,188,104253
425,9,50,0.30302816898669155,38908,34069,7390,46,104253
425,7,50,0.2883677196476038,38940,34294,7393,45,104253
425,8,50,0.30059103731826475,39220,34711,7396,45,104253
425,10,50,0.2611044467403082,35771,39051,10683,45,104253
60,11,50,0.36103685360860116,34533,27928,7385,153,104253
475,9,50,0.3156978912614571,40191,34623,7390,42,104253
475,7,50,0.296311379978743,40713,34843,7393,40,104253
475,10,50,0.2735674093510989,36683,39869,10683,40,104253
475,8,50,0.31287041295366025,40984,35262,7396,40,104253
70,11,50,0.2711202598269828,34174,28071,7385,140,104253
80,11,50,0.254989200306926,34714,28071,7385,131,104253
90,11,50,0.25174168564413857,35128,28071,7385,125,104253
100,11,50,0.24482371452778875,35427,28071,7385,115,104253
125,11,50,0.2438595265663846,36354,28302,7385,102,104253
150,11,50,0.2523967266544605,37433,28302,7385,93,104253
175,11,50,0.2717316896533961,37594,28302,7385,80,104253
200,11,50,0.2614178380639579,38224,28645,7385,72,104253
225,11,50,0.25995465141132157,38843,28645,7385,68,104253
250,11,50,0.22661484833417211,37924,30133,7385,65,104253
275,11,50,0.29341149055499616,38345,30923,7385,58,104253
300,11,50,0.29058748022548353,38643,30923,7385,57,104253
325,11,50,0.29058748022548353,38954,30923,7385,56,104253
350,11,50,0.281374630107236,38916,31305,7385,55,104253
375,11,50,0.2744996215862916,39640,31305,7385,53,104253
400,11,50,0.2814411819660396,40777,31533,7385,49,104253
425,11,50,0.2555455274558747,40044,34110,7385,46,104253
450,11,50,0.21323341466485024,34995,41341,10250,43,104253
475,11,50,0.22569960069827116,35465,42157,10250,39,104253
500,11,50,0.21662186271937386,36429,42157,10250,37,104253
125,15,50,0.34810024952309854,37741,27934,7380,102,104253
175,15,50,0.33878354197632243,37832,27994,7380,79,104253
225,15,50,0.3253612834712096,39391,27994,7380,67,104253
275,15,50,0.32148787587170247,40588,27994,7380,60,104253
325,15,50,0.37543453175518415,40024,29150,7380,57,104253
50,12,50,0.322592608666584,35253,27486,7384,190,104253
50,13,50,0.3724233143776061,35750,27395,7385,188,104253
50,16,50,0.38206490226868994,34828,28719,7384,170,104253
375,15,50,0.352251790405557,40558,29692,7380,54,104253
50,14,50,0.37837793462183394,36160,26892,7380,184,104253
60,12,50,0.2643023073234069,34670,28033,7384,152,104253
60,13,50,0.26727909024764124,36264,27083,7385,152,104253
60,16,50,0.35063368747427653,36098,27080,7384,146,104253
425,15,50,0.2724128121800767,36418,38775,10094,43,104253
60,14,50,0.29418899531741366,34743,29002,7380,146,104253
70,13,50,0.2907198396325351,35946,27083,7385,138,104253
70,12,50,0.2750570349170547,34981,27293,7384,141,104253
70,16,50,0.33966397371795853,35658,27377,7384,134,104253
475,15,50,0.2891961912497051,37213,39377,10094,40,104253
70,14,50,0.294467533364127,35994,27300,7380,137,104253
80,13,50,0.29754961362539245,35823,27212,7385,132,104253
80,12,50,0.2767191086909358,35374,27368,7384,133,104253
80,16,50,0.3356150959563601,36112,27377,7384,128,104253
80,14,50,0.29018901083910054,36164,27300,7380,130,104253
90,13,50,0.28340805334611213,35074,27882,7385,125,104253
90,12,50,0.3048297745712386,35043,28108,7384,124,104253
90,16,50,0.3350145053645889,35995,28001,7384,121,104253
90,14,50,0.2860918443992026,35950,28031,7380,124,104253
100,13,50,0.2778614303317276,36011,27882,7385,114,104253
100,12,50,0.3160919803966774,35446,28108,7384,114,104253
100,16,50,0.3293564172872483,36745,28001,7384,113,104253
100,14,50,0.281752966439751,36680,28031,7380,114,104253
125,13,50,0.26405574480581817,36858,27882,7385,101,104253
125,12,50,0.25863194916133503,36983,27666,7384,103,104253
125,16,50,0.31622871300640754,37719,27697,7384,102,104253
125,14,50,0.2915862912321139,37087,28031,7380,102,104253
150,13,50,0.2555094731492323,38221,27882,7385,90,104253
150,12,50,0.2531587652256994,37882,27666,7384,93,104253
150,16,50,0.3080241821283755,36576,28001,7384,87,104253
150,14,50,0.2752983613189494,38121,28031,7380,91,104253
175,13,50,0.25238098948285786,38378,27882,7385,83,104253
175,16,50,0.2994761238288349,36980,28001,7384,82,104253
175,12,50,0.25045453036874454,38795,27666,7384,84,104253
175,14,50,0.26121953614356674,37601,28031,7380,81,104253
200,13,50,0.24592376182281053,39130,27882,7385,76,104253
200,16,50,0.28812050340388856,38232,28001,7384,73,104253
200,12,50,0.2698708690391783,38841,28108,7384,74,104253
200,14,50,0.2438950634176192,38612,28031,7380,72,104253
225,13,50,0.2443157733258076,39956,27882,7385,71,104253
225,16,50,0.28684339244580254,39030,28001,7384,68,104253
225,12,50,0.26831033600030346,39467,28108,7384,70,104253
225,14,50,0.24241343832235568,39239,28031,7380,68,104253
250,13,50,0.242033400196384,40198,27882,7385,70,104253
250,16,50,0.29229545487598796,39300,28001,7384,65,104253
250,12,50,0.2636877238235912,39955,28108,7384,68,104253
250,14,50,0.24013215875438534,39481,28031,7380,67,104253
275,13,50,0.2357999028595018,40786,27882,7385,64,104253
275,16,50,0.3055253597071923,39925,28001,7384,60,104253
275,12,50,0.2810524862190282,40797,28108,7384,61,104253
275,14,50,0.2477350726648134,40707,28031,7380,60,104253
300,13,50,0.24029444728187213,41643,27882,7385,61,104253
300,16,50,0.344033257862383,39604,29183,7384,57,104253
300,12,50,0.27825696437085196,41092,28108,7384,60,104253
300,14,50,0.2549654325241006,40834,28031,7380,58,104253
325,13,50,0.24029444728187213,41643,27882,7385,61,104253
325,16,50,0.344033257862383,39604,29183,7384,57,104253
325,12,50,0.27825696437085196,41092,28108,7384,60,104253
325,14,50,0.2979530143745464,40185,29002,7380,57,104253
350,13,50,0.2896234566437494,40940,29124,7385,58,104253
350,16,50,0.32817462088065064,39492,29636,7384,56,104253
350,12,50,0.2684767880714411,40943,28599,7384,59,104253
350,14,50,0.281773823349227,40011,29517,7380,56,104253
375,13,50,0.2766448583118346,41055,29124,7385,56,104253
375,16,50,0.32127258446878987,40220,29636,7384,54,104253
375,12,50,0.24943450303616158,41262,28768,7384,55,104253
375,14,50,0.2784373503982121,40363,29517,7380,55,104253
400,13,50,0.2537267901996759,41906,29733,7385,51,104253
400,16,50,0.30264708151986386,41307,30088,7384,50,104253
400,12,50,0.2675820275472339,42409,29941,7384,49,104253
400,14,50,0.28213813290530865,41857,29970,7380,50,104253
425,13,50,0.2562964752169184,42731,29733,7385,49,104253
425,16,50,0.2988258903746864,41711,30088,7384,49,104253
425,12,50,0.2675820275472339,42409,29941,7384,49,104253
425,14,50,0.22042274785339475,36899,38569,10301,44,104253
450,13,50,0.25622231282902114,43162,29733,7385,48,104253
450,16,50,0.3030459167991689,41660,30537,7384,47,104253
450,12,50,0.2634876060717218,42842,29941,7384,48,104253
450,14,50,0.22042274785339475,36899,38569,10301,44,104253
475,16,50,0.31982488883353827,42449,31139,7384,44,104253
475,13,50,0.2686431925713406,43569,30747,7385,44,104253
475,12,50,0.25033589361108,44236,29941,7384,45,104253
475,14,50,0.23287841811505383,37292,39431,10301,40,104253
500,16,50,0.31075310044786386,43414,31139,7384,42,104253
500,13,50,0.2549242284836159,45024,30747,7385,41,104253
500,12,50,0.20186398583627094,41380,36083,7384,38,104253
500,14,50,0.2191019152892267,38754,39431,10301,37,104253
125,20,50,0.2850541194826287,37897,27551,7407,101,104253
175,20,50,0.32733907225296144,36769,29098,7407,78,104253
225,20,50,0.3235397837923856,38117,29320,7407,65,104253
275,20,50,0.33222684625514787,39248,29320,7407,58,104253
325,20,50,0.326519744795441,39850,29320,7407,56,104253
50,17,50,0.3417745634485434,35054,28577,7398,169,104253
50,21,50,0.30960877054657016,35723,27964,7398,169,104253
375,20,50,0.3033650634907629,34188,38310,9640,50,104253
50,18,50,0.4063563981545428,34832,28549,7398,169,104253
50,19,50,0.3700441512495545,35185,28133,7407,170,104253
60,17,50,0.3504623761799941,36583,27176,7398,146,104253
60,21,50,0.31210826561321403,36483,27964,7398,141,104253
425,20,50,0.2879608677421195,35277,38515,9640,45,104253
60,19,50,0.3450410266529335,35698,28357,7407,141,104253
60,18,50,0.38338482829484044,36468,27149,7398,145,104253
70,17,50,0.32969967524803634,35932,27394,7398,135,104253
70,21,50,0.2970846363534272,36607,26658,7398,134,104253
475,20,50,0.30473685997610755,36074,39113,9640,42,104253
70,19,50,0.3338888318770088,35003,29217,7407,131,104253
70,18,50,0.3514687320294081,34991,29094,7398,131,104253
80,17,50,0.32642329105822526,36382,27394,7398,129,104253
80,21,50,0.29367767896313174,36325,27215,7398,124,104253
80,18,50,0.3558765439721709,35984,27874,7398,126,104253
80,19,50,0.3297811035904546,35648,27877,7407,123,104253
90,21,50,0.29067741450574547,37006,27215,7398,116,104253
90,17,50,0.32490468966876257,36459,27917,7398,121,104253
90,18,50,0.3523247443755957,36676,27874,7398,118,104253
90,19,50,0.3349973813143386,36103,27877,7407,114,104253
100,21,50,0.30498124363240076,37192,27657,7398,110,104253
100,17,50,0.3209523306018235,37116,27917,7398,113,104253
100,18,50,0.35754098728563816,36773,27989,7398,111,104253
100,19,50,0.3319082824765819,36576,27877,7407,109,104253
125,21,50,0.30590101417704,38092,27781,7398,103,104253
125,18,50,0.3434884378067319,37573,27989,7398,101,104253
125,19,50,0.3291387423608823,37374,28089,7407,100,104253
125,17,50,0.323916165541993,37780,27917,7398,103,104253
150,21,50,0.2888650921536255,38923,27661,7398,93,104253
150,18,50,0.3255781698261597,38075,27989,7398,89,104253
150,19,50,0.3453872811815568,36717,28805,7407,88,104253
150,17,50,0.30387134305779095,38145,27423,7398,91,104253
175,18,50,0.3017077098774335,38057,27989,7398,81,104253
175,21,50,0.28200919210880376,38357,28115,7398,80,104253
175,19,50,0.346292813426465,36979,29217,7407,79,104253
175,17,50,0.30575983843326726,38154,27917,7398,83,104253
200,18,50,0.32951472256550307,37714,29300,7398,72,104253
200,21,50,0.32782709521031816,37521,29688,7398,72,104253
200,17,50,0.2865343916253571,38649,27917,7398,73,104253
200,19,50,0.34416490680569245,37844,29217,7407,72,104253
225,18,50,0.3241601337262683,38744,29300,7398,66,104253
225,21,50,0.25707905117945995,32013,38813,10631,62,104253
225,17,50,0.2829714212850507,39685,27917,7398,67,104253
225,19,50,0.3411921416559911,38823,29217,7407,66,104253
250,18,50,0.3218803575379741,38986,29300,7398,65,104253
250,21,50,0.2525811209571719,32490,38813,10631,60,104253
250,17,50,0.28069113025571807,39927,27917,7398,66,104253
250,19,50,0.3389123756047307,39065,29217,7407,65,104253
275,18,50,0.3226323766024276,39973,29300,7398,60,104253
275,21,50,0.27312494464461357,33245,38813,10631,53,104253
275,17,50,0.2915777388016834,40866,27917,7398,60,104253
275,19,50,0.3592694143104397,39821,29217,7407,58,104253
300,18,50,0.3302057559838832,40245,29300,7398,58,104253
300,21,50,0.2703924533862606,33534,38813,10631,52,104253
300,17,50,0.3433389735471949,39973,29229,7398,57,104253
300,19,50,0.3566377844468893,40099,29217,7407,57,104253
325,18,50,0.3302057559838832,40245,29300,7398,58,104253
325,21,50,0.2703924533862606,33534,38813,10631,52,104253
325,17,50,0.3433389735471949,39973,29229,7398,57,104253
325,19,50,0.35356040826066293,40423,29217,7407,56,104253
350,18,50,0.3261310477837354,40197,30022,7398,56,104253
350,21,50,0.27036203227517397,33298,39386,10631,51,104253
350,17,50,0.32713995939962803,39572,29971,7398,56,104253
350,19,50,0.3751738488228968,39988,29990,7407,55,104253
375,18,50,0.3239942730619333,40344,30496,7398,53,104253
375,21,50,0.26142851563354935,33184,39688,10631,50,104253
375,17,50,0.3203807335849383,40285,29971,7398,54,104253
375,19,50,0.34045700760204534,35424,38022,9292,49,104253
400,18,50,0.2501313496556041,36538,37679,8895,47,104253
400,21,50,0.24268597239835327,34218,39885,10631,45,104253
400,17,50,0.30117741512398044,41368,30425,7398,50,104253
400,19,50,0.3293899301158481,36594,38022,9292,46,104253
425,18,50,0.2463221026145374,37361,37679,8895,45,104253
425,21,50,0.25145432306583665,34636,39885,10631,44,104253
425,17,50,0.2973662780060988,41771,30425,7398,49,104253
425,19,50,0.30336467167149883,36099,38234,9292,44,104253
450,18,50,0.2463221026145374,37361,37679,8895,45,104253
450,21,50,0.25145432306583665,34636,39885,10631,44,104253
450,17,50,0.30187074609236064,41718,30838,7398,47,104253
450,19,50,0.30336467167149883,36099,38234,9292,44,104253
475,18,50,0.2331311148169895,37752,38479,8895,41,104253
475,17,50,0.29306430256628635,42501,31445,7398,44,104253
475,21,50,0.26811717127362583,35433,40485,10631,41,104253
475,19,50,0.32013699675296087,36893,38835,9292,41,104253
500,18,50,0.21941182840410267,39210,38479,8895,38,104253
500,21,50,0.25910339306486174,36392,40485,10631,39,104253
500,17,50,0.25900851490269633,39909,37709,8175,38,104253
500,19,50,0.3110959332028214,37855,38835,9292,39,104253
125,30,50,0.3437166922297384,33611,32825,7382,93,104253
125,25,50,0.2076454048348491,36500,27922,7379,96,104253
175,25,50,0.22143689834907346,37826,28279,7379,81,104253
175,30,50,0.3593725335897502,35077,33014,7382,78,104253
225,25,50,0.19161416998570374,32298,38153,11108,63,104253
225,30,50,0.40021554590973346,31783,38596,11722,63,104253
275,25,50,0.19869759065612283,33304,38153,11108,55,104253
275,30,50,0.40647346495192943,33188,38596,11722,55,104253
325,25,50,0.21084282467824914,36723,34019,7379,55,104253
325,30,50,0.40647346495192943,33188,38596,11722,55,104253
50,24,50,0.3395395353217515,35018,28426,7378,161,104253
375,25,50,0.20963380161118675,36594,35374,7398,51,104253
50,23,50,0.31219271022357603,35745,27955,7381,168,104253
50,22,50,0.29401474926827326,35107,28029,7397,167,104253
375,30,50,0.39798308806559485,33313,39469,11722,50,104253
60,22,50,0.30198165119867565,35827,28187,7397,138,104253
60,23,50,0.3242442056292794,35592,28228,7381,136,104253
60,24,50,0.3254666903798433,35565,28426,7378,136,104253
425,25,50,0.1923159484858772,33549,40302,11108,45,104253
425,30,50,0.37928385292127886,32839,41772,11722,45,104253
70,22,50,0.28669146666177614,36549,26628,7397,133,104253
70,23,50,0.31728684294602516,35134,28700,7381,129,104253
475,25,50,0.17881817705494496,34770,40913,11108,41,104253
70,24,50,0.3181796960214846,34708,28952,7378,128,104253
475,30,50,0.4439505631046503,32952,43918,11722,40,104253
80,22,50,0.28155580081915543,36360,27160,7397,122,104253
80,23,50,0.3051239642907247,36589,27208,7381,121,104253
80,24,50,0.31065971746223714,35877,27397,7378,121,104253
90,22,50,0.27815933293365513,36955,27160,7397,115,104253
90,23,50,0.3037660236257371,37098,27208,7381,115,104253
90,24,50,0.3117747651714795,36259,27397,7378,114,104253
100,22,50,0.2738739484028284,37865,26849,7397,111,104253
100,23,50,0.3003116426425497,37570,27208,7381,110,104253
100,24,50,0.3074729955748063,36730,27397,7378,109,104253
125,23,50,0.2820276063449759,37126,27659,7381,98,104253
125,22,50,0.2668802554505454,38334,27284,7397,103,104253
125,24,50,0.2913266513724039,37167,27647,7378,98,104253
150,23,50,0.27492613719867054,37679,27659,7381,88,104253
150,22,50,0.26319607443886306,38250,27359,7397,89,104253
150,24,50,0.2977130214010176,38200,27647,7378,88,104253
175,23,50,0.34613623255758585,37405,29205,7381,78,104253
175,22,50,0.27990585732775874,38791,27762,7397,81,104253
175,24,50,0.35314694389450035,37159,29426,7378,79,104253
200,23,50,0.34087580023295905,37781,29406,7381,72,104253
200,22,50,0.3233056321676432,37808,29332,7397,72,104253
200,24,50,0.3510136405834844,37376,29742,7378,74,104253
225,23,50,0.3397311850163498,38128,29406,7381,66,104253
225,22,50,0.2642857795756017,32386,37935,10108,62,104253
225,24,50,0.30197077733251265,37942,29742,7378,69,104253
250,23,50,0.33523415761980635,38605,29406,7381,64,104253
250,22,50,0.257659756495333,33090,37935,10108,59,104253
250,24,50,0.2173612065399099,32170,38236,10835,61,104253
275,22,50,0.2685599623606924,34004,37935,10108,53,104253
275,23,50,0.3456664061992338,39557,29406,7381,58,104253
275,24,50,0.22448203207148257,33382,38236,10835,54,104253
300,22,50,0.2658280951668257,34293,37935,10108,52,104253
300,23,50,0.342925287595195,39847,29406,7381,57,104253
300,24,50,0.2810841089148112,33171,39073,10835,52,104253
325,22,50,0.2658280951668257,34293,37935,10108,52,104253
325,23,50,0.3399157982699783,40164,29406,7381,56,104253
325,24,50,0.2810841089148112,33171,39073,10835,52,104253
350,22,50,0.2658312136783121,34043,38522,10108,51,104253
350,23,50,0.3394630550880427,39921,29987,7381,55,104253
350,24,50,0.28078898387392964,32934,39648,10835,51,104253
375,22,50,0.28062927160048384,34304,38828,10108,49,104253
375,23,50,0.28825895829104636,33559,39146,10190,49,104253
375,24,50,0.2956135325126909,33196,39915,10835,49,104253
400,22,50,0.2642741913496351,35084,38920,10108,45,104253
400,23,50,0.2737672765201692,35092,39146,10190,45,104253
400,24,50,0.2846732444627078,34353,39915,10835,46,104253
425,22,50,0.2731009249859959,35498,38920,10108,44,104253
425,23,50,0.2737467849259869,35504,39146,10190,44,104253
425,24,50,0.28466305987775603,34764,39915,10835,45,104253
450,22,50,0.2731009249859959,35498,38920,10108,44,104253
450,23,50,0.2737467849259869,35504,39146,10190,44,104253
450,24,50,0.2701410869542421,34202,40723,10835,43,104253
475,22,50,0.26428465911378696,36443,38920,10108,42,104253
475,23,50,0.29050250206106215,36309,39739,10190,41,104253
475,24,50,0.2613321150329215,35147,40723,10835,41,104253
500,23,50,0.28145735516629744,37272,39739,10190,39,104253
500,22,50,0.25524045753894853,37407,38920,10108,40,104253
500,24,50,0.25228148986548915,36110,40723,10835,39,104253
125,35,50,0.20626250516819772,38351,26593,6680,97,104253
125,45,50,0.20500568816965614,38377,27206,7378,93,104253
125,40,50,0.2488038316311293,35473,31596,6777,91,104253
175,45,50,0.21233003201836126,36697,31954,7378,74,104253
175,35,50,0.30136887067370666,38558,29042,7381,76,104253
175,40,50,0.27019694379687115,35744,33501,6777,73,104253
225,35,50,0.28689324623502416,32012,39277,11242,61,104253
225,45,50,0.19140952544136206,30631,41961,11137,59,104253
225,40,50,0.2718548467643061,36953,33501,6777,64,104253
275,35,50,0.22725857860847704,33729,38576,11242,54,104253
275,40,50,0.28200030331557,37561,33567,6777,57,104253
275,45,50,0.19239145054096676,31685,41247,11137,54,104253
325,40,50,0.22014166821740724,37838,33567,6777,55,104253
325,45,50,0.2008835313646977,35363,37609,7499,53,104253
325,35,50,0.22428629202298223,34044,38576,11242,53,104253
375,40,50,0.3109595922164043,38625,34887,7380,49,104253
375,45,50,0.1732953389205268,32871,42478,11137,46,104253
375,35,50,0.2624715180405634,34277,40031,11242,48,104253
425,40,50,0.29932534242365816,38969,35113,7380,46,104253
425,45,50,0.16580509039018967,33666,42478,11137,44,104253
425,35,50,0.2507798834846624,35000,40409,11242,44,104253
475,40,50,0.28113544814071806,40640,35730,7380,41,104253
475,45,50,0.17383382447425955,34477,43254,11137,39,104253
475,35,50,0.21655243390502696,34932,43024,11242,39,104253
125,1,10,0.21001039420410086,32053,28156,7434,116,104253
175,1,10,0.2085931156542468,33573,28156,7434,96,104253
225,1,10,0.19893239690905978,33291,31264,7434,78,104253
275,1,10,0.15596079213583924,36895,30644,6814,64,104253
325,1,10,0.15461132367770558,38078,30644,6814,60,104253
375,1,10,0.14816107163462103,38297,30924,6814,56,104253
425,1,10,0.15049921162336174,38761,32641,7434,49,104253
475,1,10,0.14434956433864204,40122,32641,7434,46,104253
125,4,10,0.237646694477974,36045,26948,7433,110,104253
125,6,10,0.26437815569352935,37440,26529,7431,106,104253
125,2,10,0.19491336006951504,33285,27743,7434,113,104253
125,5,10,0.23850462388577914,36510,27878,7432,106,104253
125,3,10,0.23540118785155992,35612,26996,7433,115,104253
175,6,10,0.23227293792027093,39311,26529,7431,87,104253
175,4,10,0.22345593427636354,38049,26948,7433,91,104253
175,5,10,0.23144630151134096,39666,26544,7432,88,104253
175,2,10,0.202000099044029,33438,29890,6794,92,104253
175,3,10,0.23319783471295427,36747,26996,7433,93,104253
225,4,10,0.22115461405488088,40346,26948,7433,74,104253
225,5,10,0.21293520068765956,38450,29810,7432,71,104253
225,2,10,0.18921824376030327,35585,29890,6794,77,104253
225,3,10,0.20468050122817943,39194,28247,6716,72,104253
225,6,10,0.22657549931829649,40946,26529,7431,74,104253
275,2,10,0.16688237034135653,38672,29890,6794,63,104253
275,5,10,0.21024058969753256,40312,29849,7432,62,104253
275,4,10,0.1950988403189055,39497,30272,6607,63,104253
275,3,10,0.19231379196861742,40573,28247,6716,65,104253
275,6,10,0.21232235370939362,39768,30315,7431,63,104253
325,2,10,0.15256281910700933,40188,29890,6794,58,104253
325,5,10,0.1968060681327324,41311,30257,7432,55,104253
325,4,10,0.1800504664079262,40662,30568,7433,56,104253
325,3,10,0.18089062066097122,41786,28247,6716,61,104253
325,6,10,0.2713277650722518,38990,32844,7431,55,104253
375,2,10,0.17450098175924217,39038,31250,6794,55,104253
375,5,10,0.1968060681327324,41311,30257,7432,55,104253
375,4,10,0.1767950554247159,40821,30673,7433,54,104253
375,6,10,0.26547926130014665,37856,34306,7431,54,104253
375,3,10,0.17444578596294347,40723,30114,6716,56,104253
425,4,10,0.15523267528345902,43215,30673,7433,48,104253
425,2,10,0.17079963962986638,40182,31890,7434,49,104253
425,6,10,0.2566357620942376,40233,34503,7431,45,104253
425,3,10,0.15106722153721117,42742,31536,7433,47,104253
425,5,10,0.1758054920061555,42679,31293,7432,45,104253
475,4,10,0.14801271761815882,44072,31059,7433,45,104253
475,2,10,0.15103358066699887,41580,32500,7434,44,104253
475,5,10,0.1655682240261076,44070,31293,7432,42,104253
475,6,10,0.24059624039770264,40864,34503,7431,42,104253
475,3,10,0.1637246076820393,43377,31812,7433,44,104253
125,7,10,0.2652737625186743,38761,25172,7431,107,104253
125,10,10,0.2590398790120738,37075,27394,7428,109,104253
125,8,10,0.2386856026261839,37101,27039,7431,105,104253
125,9,10,0.2664987293086563,37160,26905,7428,108,104253
175,7,10,0.25219889740782453,40121,25172,7431,91,104253
175,10,10,0.2420606706533412,38512,27632,7428,89,104253
50,11,10,0.3160074588076626,39178,21134,3941,196,104253
175,8,10,0.223088613141111,38930,27039,7431,87,104253
175,9,10,0.23937554726762464,38489,26905,7428,89,104253
225,10,10,0.23448058428816715,41289,26872,7428,75,104253
225,7,10,0.23050370503890255,38269,29951,7431,72,104253
225,8,10,0.21235960658314698,40504,27039,7431,74,104253
60,11,10,0.3137244912991966,39850,21134,3941,174,104253
225,9,10,0.23275487918932022,41012,26905,7428,75,104253
275,10,10,0.2491970814903567,39461,31313,6586,63,104253
275,7,10,0.24577033223731334,37834,32620,7431,62,104253
275,8,10,0.20707518550091747,38907,30461,6494,65,104253
275,9,10,0.21058165939628748,39849,29992,6625,65,104253
70,11,10,0.3212122390706694,37388,26001,7428,150,104253
325,10,10,0.2737182870738326,40343,32651,6586,53,104253
325,7,10,0.24488607440648552,38623,33093,7431,56,104253
325,9,10,0.24306268725874325,40227,31855,6625,56,104253
325,8,10,0.2637009731671218,39182,31931,6494,58,104253
80,11,10,0.3293935358256423,37092,26001,7428,133,104253
375,10,10,0.2657982578690033,40122,32651,6586,52,104253
375,7,10,0.2540582015229921,38922,33149,7431,54,104253
375,9,10,0.3005998057615065,40754,31855,6625,53,104253
375,8,10,0.27042508272954097,39540,32378,6494,54,104253
90,11,10,0.32533440100977046,37050,26551,7428,127,104253
425,10,10,0.2401675976864781,41451,33590,7428,44,104253
425,7,10,0.2269285514007739,40927,34141,7431,45,104253
425,9,10,0.27995921504279725,42374,32908,7428,45,104253
425,8,10,0.3019357832627275,41332,33573,7431,45,104253
100,11,10,0.3373184475589965,37294,26551,7428,119,104253
475,10,10,0.28869815053716463,42075,34313,7428,41,104253
475,7,10,0.21677164132830415,42319,34141,7431,42,104253
475,9,10,0.27051569506999257,43723,32908,7428,42,104253
