min_cluster_size,min_sample,n_dim,validity_index_score,noise,top_10,top_1,n_clusters,total
300,10,50,0.3454875719913325,38207,31146,7386,57,104253
300,10,50,0.3454875719913325,38207,31146,7386,57,104253
350,15,50,0.35922154198814665,39823,29692,7380,56,104253
350,20,50,0.3256221892424586,39605,29902,7407,55,104253
300,25,50,0.20879735266120653,33539,38153,11108,53,104253
350,10,50,0.3423803134179363,38493,31507,7386,55,104253
350,10,50,0.3423803134179363,38493,31507,7386,55,104253
350,25,50,0.1947033948616785,36401,34680,7379,54,104253
400,15,50,0.2806139835995982,36497,38470,10094,45,104253
400,20,50,0.28797702173762163,34858,38515,9640,46,104253
400,10,50,0.2611044467403082,35771,39051,10683,45,104253
400,10,50,0.2611044467403082,35771,39051,10683,45,104253
450,20,50,0.2879608677421195,35277,38515,9640,45,104253
450,15,50,0.2724128121800767,36418,38775,10094,43,104253
400,25,50,0.19024963038506493,33143,40302,11108,46,104253
450,10,50,0.26110444674030814,36206,39051,10683,44,104253
450,10,50,0.26110444674030814,36206,39051,10683,44,104253
500,20,50,0.2956924813505628,37037,39113,9640,40,104253
500,15,50,0.2801548491505094,38174,39377,10094,38,104253
500,10,50,0.26446112231364505,37650,39869,10683,38,104253
500,10,50,0.26446112231364505,37650,39869,10683,38,104253
450,25,50,0.18817885234785287,33986,40302,11108,44,104253
500,25,50,0.1697647055614402,35734,40913,11108,39,104253
50,45,50,0.248162930933633,38047,26014,7378,150,104253
50,40,50,0.22401379583014547,37331,27331,6777,153,104253
50,35,50,0.2607677172823447,35515,29786,6680,157,104253
50,30,50,0.28778726469557514,34280,29697,7382,158,104253
60,45,50,0.2391523390280197,37474,26371,7378,131,104253
60,40,50,0.20257057875036574,38129,25798,6777,133,104253
60,35,50,0.2633532821290758,36731,27790,6680,135,104253
60,30,50,0.3114500365485719,36041,27583,7382,133,104253
70,40,50,0.20015424275439073,38519,25798,6777,127,104253
70,45,50,0.2296322644061806,37416,26517,7378,124,104253
70,35,50,0.24135000364066936,36457,27790,6680,124,104253
70,30,50,0.30637538187764135,35428,27641,7382,124,104253
80,40,50,0.18991918125775703,37751,26727,6777,120,104253
80,45,50,0.21760461041982357,36934,27206,7378,117,104253
80,35,50,0.2390983122954406,36905,26844,6680,120,104253
80,30,50,0.30545495367187453,35802,27641,7382,119,104253
90,40,50,0.18592075463049615,38264,26727,6777,114,104253
90,45,50,0.21439173899710054,37443,27206,7378,111,104253
90,35,50,0.21810863183071333,37904,26593,6680,114,104253
90,30,50,0.3005984440481022,36316,27641,7382,113,104253
100,40,50,0.18903779183547867,38440,26727,6777,106,104253
100,45,50,0.20377437731340897,37537,27206,7378,103,104253
100,35,50,0.21201284685763824,38566,26593,6680,107,104253
100,30,50,0.2945281717322392,36974,27641,7382,106,104253
150,40,50,0.24807817774771163,36724,31596,6777,82,104253
150,35,50,0.20832208973183086,39560,26593,6680,87,104253
150,45,50,0.202947009924227,38364,28734,7378,81,104253
150,30,50,0.3463446265994722,34796,32825,7382,83,104253
200,35,50,0.3027797280435635,38432,29298,7381,74,104253
200,40,50,0.27491607179170086,35878,33501,6777,71,104253
200,30,50,0.3617992456981954,35517,33404,7382,71,104253
200,45,50,0.20342162383212326,29733,41961,11137,66,104253
250,40,50,0.2768106217172772,37380,33501,6777,61,104253
250,35,50,0.2209777687445094,33014,38576,11242,58,104253
300,40,50,0.2231130045690588,37523,33567,6777,56,104253
250,30,50,0.40330239856916444,32418,38596,11722,59,104253
250,45,50,0.19743366182195632,31484,41175,11137,57,104253
300,35,50,0.22725857860847704,33729,38576,11242,54,104253
350,40,50,0.22008839657210652,37829,33918,6777,54,104253
400,40,50,0.30350977390106776,39415,34887,7380,47,104253
450,40,50,0.29436027029545203,39227,35730,7380,44,104253
300,45,50,0.18962071087936644,31979,41247,11137,53,104253
350,35,50,0.2777777890484544,33632,39677,11242,51,104253
300,30,50,0.40647346495192943,33188,38596,11722,55,104253
500,40,50,0.2766702541815131,41120,35730,7380,40,104253
400,35,50,0.25501469956064277,35441,40031,11242,45,104253
350,45,50,0.1856348661090204,31820,42396,11137,50,104253
350,30,50,0.3864889666424135,32676,39190,11722,53,104253
450,35,50,0.22530946030235338,33991,43024,11242,41,104253
400,45,50,0.1695964142059231,33263,42478,11137,45,104253
400,30,50,0.3942639592866201,34481,39469,11722,47,104253
500,35,50,0.20759002772682825,35888,43024,11242,37,104253
450,45,50,0.18257884725274773,33537,43254,11137,41,104253
450,30,50,0.45271363753471067,32012,43918,11722,42,104253
500,45,50,0.16937084248443934,34957,43254,11137,38,104253
500,30,50,0.4349145495680497,33916,43918,11722,38,104253
125,3,2,0.27123056279720903,29143,25755,4105,147,104253
125,5,2,0.4201747357744025,23088,43936,21268,104,104253
125,1,2,0.23576885647003848,26588,22430,3539,170,104253
125,4,2,0.19484905708738331,18133,49208,27420,107,104253
125,2,2,0.2923984223441498,28361,22235,3520,165,104253
175,5,2,0.2884713849787836,22666,44095,21268,85,104253
175,3,2,0.25475566850384845,19616,46408,22927,87,104253
175,4,2,0.21408291178703345,17575,50775,27420,84,104253
175,2,2,0.2159708310058346,17048,50521,28861,86,104253
175,1,2,0.23594613915238238,22124,38748,13767,99,104253
225,3,2,0.2672580988328531,23891,40534,14108,79,104253
225,2,2,0.21690143867877043,17350,51246,28861,72,104253
225,5,2,0.326288448354891,21717,48441,21268,70,104253
225,4,2,0.27251422336482034,18213,51281,27420,74,104253
225,1,2,0.20855989951461223,14610,55005,29150,70,104253
275,2,2,0.3434054744468303,21355,44018,14009,67,104253
275,3,2,0.35465410071713555,21752,44726,14108,67,104253
275,5,2,0.3517787931375348,22516,48768,21268,63,104253
275,4,2,0.30111315674607025,16799,55488,27420,62,104253
275,1,2,0.31459554546314605,20743,44566,14338,67,104253
325,2,2,0.32520241849672843,21845,44018,14009,62,104253
325,3,2,0.34994769639152523,22613,44726,14108,63,104253
325,5,2,0.3402463399534513,26772,45225,17234,56,104253
325,4,2,0.30191259532257,17915,55488,27420,56,104253
325,1,2,0.3133761553495243,21281,44566,14338,62,104253
375,2,2,0.2799344913886273,23484,44589,14009,55,104253
375,3,2,0.31364436858881267,23754,45350,14108,54,104253
375,5,2,0.32677283543205504,25211,49639,21268,48,104253
375,4,2,0.3059355181128792,18484,57151,28194,48,104253
375,1,2,0.24218965268502274,21760,45126,14338,57,104253
425,2,2,0.2704866830776547,24652,44589,14009,52,104253
425,3,2,0.3083474498456865,24526,45350,14108,52,104253
425,5,2,0.31970985909728544,25984,49639,21268,46,104253
425,4,2,0.30079089041125245,19264,57151,28194,46,104253
425,1,2,0.2278343048964449,23705,45126,14338,52,104253
475,2,2,0.265973591314043,26406,44589,14009,48,104253
475,3,2,0.3033657620870922,26291,45350,14108,47,104253
475,5,2,0.3209739591490841,28534,49736,21268,38,104253
475,4,2,0.295426715061007,21944,57151,28194,40,104253
475,1,2,0.22642053654945188,25480,45126,14338,48,104253
125,6,2,0.2595562540084639,20487,46903,24268,101,104253
125,7,2,0.2983364065039092,19043,50587,29719,93,104253
125,9,2,0.2800691316127813,23027,45285,23518,100,104253
125,10,2,0.26172422341234036,27280,37244,13403,104,104253
125,8,2,0.32249141862242486,21363,46641,24174,101,104253
175,7,2,0.30807487535673594,20522,50850,29982,79,104253
175,6,2,0.2652169956924543,19163,50147,24268,81,104253
175,9,2,0.5247651047916259,23843,45285,23518,81,104253
175,10,2,0.27307197001513545,23956,45239,23216,80,104253
175,8,2,0.34308241599082445,23138,46641,24174,81,104253
225,7,2,0.3590040319023989,26778,41528,19388,74,104253
225,9,2,0.3016067021211175,26259,41155,13751,77,104253
225,6,2,0.27518453080937777,20537,50147,24268,72,104253
225,10,2,0.2767961992374206,26798,41646,13403,72,104253
225,8,2,0.3280821121612587,20732,50728,24174,68,104253
275,7,2,0.29392675078621683,19905,55685,30727,58,104253
275,9,2,0.3327007686711405,27351,42081,13751,64,104253
275,6,2,0.24554392972538716,21608,50823,24268,64,104253
275,10,2,0.32368823718830364,27916,41864,13403,61,104253
275,8,2,0.5581775666693402,22730,50728,24174,57,104253
325,7,2,0.30158394411020095,21025,55685,30727,52,104253
325,6,2,0.24733348002372335,22632,51280,24268,53,104253
325,9,2,0.329863617379478,28971,42081,13751,54,104253
325,10,2,0.3254752388071184,28641,41864,13403,54,104253
325,8,2,0.33525894290530495,29271,41849,13052,53,104253
375,7,2,0.3335061477119552,28163,47019,19388,46,104253
375,6,2,0.23134447676544792,23013,52545,24268,46,104253
375,10,2,0.3086098356633436,29066,42705,13403,50,104253
375,9,2,0.2802733500829021,20728,57417,31347,43,104253
375,8,2,0.3150866024851248,30031,42814,13052,48,104253
425,7,2,0.3318976190376588,28557,47019,19388,45,104253
425,10,2,0.2725223923614773,20688,57665,31290,42,104253
425,6,2,0.22970208153075306,23407,52545,24268,45,104253
425,9,2,0.2787624639331298,21515,57417,31347,41,104253
425,8,2,0.3095417780714874,30845,42814,13052,46,104253
475,7,2,0.3103229245199587,30821,47019,19388,40,104253
475,10,2,0.2623994976221332,22956,57665,31290,37,104253
475,6,2,0.2167041595586432,24762,52545,24268,41,104253
475,9,2,0.27302350302993106,23746,57417,31347,36,104253
475,8,2,0.288107546899203,33554,42814,13052,40,104253
125,15,2,0.2165122858110838,21428,47795,25358,96,104253
50,11,2,0.25002152143269435,34317,22790,3532,223,104253
50,12,2,0.17502201293097763,22981,43607,23863,162,104253
50,14,2,0.17681367585042546,23645,43138,23108,159,104253
50,13,2,0.16904787237357338,23256,43156,23864,162,104253
175,15,2,0.2665674405717713,19751,51276,25358,77,104253
60,11,2,0.22815502230325863,33904,23623,3532,200,104253
60,12,2,0.17348930413636698,22727,44194,23863,146,104253
60,14,2,0.2609504580386618,34389,23960,3576,182,104253
60,13,2,0.18701693313670723,23558,43156,23864,147,104253
225,15,2,0.263079816029127,21317,51276,25358,68,104253
70,11,2,0.22888729181434012,34274,23623,3532,184,104253
70,12,2,0.16920094405310393,23048,44194,23863,137,104253
70,14,2,0.26689510914057035,34852,23960,3576,168,104253
70,13,2,0.19088809446659352,23619,43469,23864,137,104253
275,15,2,0.2447366357755665,21846,52436,25601,56,104253
80,11,2,0.22966591007095596,35010,23648,3532,168,104253
80,12,2,0.1752358512100271,23015,44628,23863,128,104253
80,14,2,0.27487848096542394,35001,24126,3662,159,104253
80,13,2,0.19262005670412913,24157,43609,23864,128,104253
325,15,2,0.2339875229743003,20978,54700,26645,49,104253
90,11,2,0.23678829038848803,35153,23826,3710,150,104253
90,12,2,0.16770425185833018,23166,44628,23863,119,104253
90,14,2,0.223587022022334,31836,31369,11159,136,104253
90,13,2,0.19867272885357126,23818,43676,23864,119,104253
375,15,2,0.22398157655966133,22374,54700,26645,45,104253
100,11,2,0.22282723192514473,31063,33119,10233,117,104253
100,12,2,0.17969102827295494,23509,44755,23863,108,104253
100,14,2,0.24584420708164761,31695,31613,11159,127,104253
100,13,2,0.200257853167129,22954,44986,23864,109,104253
425,15,2,0.22063009897096333,22756,55082,26645,42,104253
125,11,2,0.22536841733796692,30541,33864,10233,108,104253
125,12,2,0.17955668277440062,23138,45708,23863,98,104253
125,14,2,0.2527521162519142,23926,44263,23108,99,104253
125,13,2,0.23195436659552832,22918,45807,23864,97,104253
475,15,2,0.18037743862128067,24532,55082,26645,37,104253
150,11,2,0.2472572823879542,23557,45697,23439,88,104253
150,12,2,0.2021684102139245,22829,46243,23863,88,104253
150,14,2,0.2679673628123659,22128,47315,23108,88,104253
150,13,2,0.25257163405437666,20654,48969,23864,87,104253
175,12,2,0.25953166975663117,30843,34640,10588,87,104253
175,11,2,0.26202963100517956,23401,45963,23439,82,104253
175,14,2,0.27590771837883515,21971,47813,23108,80,104253
175,13,2,0.23658437048992936,21127,49137,23864,80,104253
200,12,2,0.2452856214661536,25319,44641,18502,72,104253
200,11,2,0.259774442187119,24096,46015,23439,73,104253
200,14,2,0.2748995631649409,22807,48462,23108,70,104253
200,13,2,0.24558321068219127,21971,49523,23864,73,104253
225,12,2,0.2406451013410353,25947,44886,18502,68,104253
225,11,2,0.2477706447608783,22421,49744,23439,66,104253
225,14,2,0.2815204723056517,23241,48462,23108,67,104253
225,13,2,0.2502157467274142,22608,49523,23864,69,104253
250,12,2,0.25387972599092623,29540,40238,11904,63,104253
250,11,2,0.3155580673524031,22959,50266,23439,60,104253
250,14,2,0.24767448094219316,23885,48829,23108,61,104253
250,13,2,0.24924339168264792,23123,50200,23864,63,104253
275,12,2,0.24526853592219136,29531,40640,11904,58,104253
275,11,2,0.3500425498233893,22612,50266,23439,56,104253
275,14,2,0.25383016808014003,23858,49450,23108,57,104253
275,13,2,0.25784229758273164,22983,50859,23864,58,104253
300,12,2,0.25745848867414833,29895,40640,11904,54,104253
300,11,2,0.34171075901155384,23406,50266,23439,52,104253
300,14,2,0.2630334576182219,23964,49450,23108,55,104253
300,13,2,0.26623756135300614,23076,50859,23864,56,104253
325,12,2,0.2661649216354419,29867,40640,11904,53,104253
325,11,2,0.3313520019280692,23382,50266,23439,51,104253
325,14,2,0.25982018904894866,30389,40286,11587,56,104253
325,13,2,0.2703139915169826,22870,50948,23864,54,104253
350,12,2,0.23419565129701073,29786,41628,11904,50,104253
350,11,2,0.3114807200616025,23479,50844,23439,49,104253
350,14,2,0.2360428286470197,24991,50092,23108,49,104253
350,13,2,0.2759319678002771,23484,51671,23864,50,104253
375,12,2,0.22736879340123684,30504,41628,11904,48,104253
375,11,2,0.2925725815588461,24131,51256,23439,46,104253
375,14,2,0.2324986590542254,25364,50092,23108,48,104253
375,13,2,0.2692136752971637,24191,51671,23864,48,104253
400,12,2,0.22402235052357913,30898,41628,11904,47,104253
400,11,2,0.2855451101876609,24912,51256,23439,44,104253
400,14,2,0.21858866564133334,25669,50484,23108,45,104253
400,13,2,0.2677456898624921,24585,51671,23864,47,104253
425,12,2,0.22007804476099396,31313,41628,11904,46,104253
425,11,2,0.2855451101876609,24912,51256,23439,44,104253
425,14,2,0.5098173559717911,21304,57544,31003,42,104253
425,13,2,0.2677396869128791,24540,52137,23864,46,104253
450,12,2,0.215948003561754,31750,41628,11904,45,104253
450,11,2,0.27303387521858813,26673,51256,23439,40,104253
450,14,2,0.4824298927075704,21738,57544,31003,40,104253
450,13,2,0.2569745370908837,27464,48145,19774,45,104253
475,12,2,0.19122232204707362,28074,48829,20701,40,104253
475,11,2,0.264323957160404,27589,51256,23439,38,104253
475,14,2,0.47385265611601507,23099,57544,31003,37,104253
475,13,2,0.24612164498528444,29741,48145,19774,40,104253
500,12,2,0.17491149107261308,28635,49718,20701,37,104253
500,11,2,0.2845506245777299,28099,52202,23439,35,104253
500,14,2,0.46010107060451716,24563,57544,31003,34,104253
500,13,2,0.23671494962704046,27773,52235,23864,37,104253
125,20,2,0.1822035920317043,23714,44607,19554,94,104253
50,17,2,0.1834832675639189,23924,43598,23586,160,104253
50,16,2,0.2179340534111717,28902,33909,11646,168,104253
50,19,2,0.4125652924582922,22413,45526,25154,155,104253
50,18,2,0.27597372956855976,35314,25403,3492,196,104253
175,20,2,0.21950524277329392,23838,45162,19554,79,104253
60,16,2,0.19450277566900573,29701,33909,11646,152,104253
60,19,2,0.22424554543614378,30232,33826,10934,154,104253
60,18,2,0.22263238964208623,23856,44087,23260,139,104253
60,17,2,0.18068248803542342,23026,44752,23586,141,104253
225,20,2,0.2245049864986253,24550,45162,19554,72,104253
70,16,2,0.1906339325370127,29558,34128,11646,143,104253
70,19,2,0.21497480675217084,27971,37178,10934,140,104253
70,18,2,0.4198949006944067,21812,47422,23260,128,104253
70,17,2,0.16911126987247055,21084,48062,23586,130,104253
275,20,2,0.22616428587356194,25147,46277,19554,59,104253
80,16,2,0.1967495519201767,28958,35083,11646,133,104253
80,18,2,0.4170685116800396,21859,47422,23260,117,104253
80,19,2,0.21414096276165864,28413,37178,10934,132,104253
80,17,2,0.2165805429037929,28582,36535,10017,131,104253
325,20,2,0.21965443269798265,25945,47247,19554,52,104253
90,16,2,0.19601061877887635,29046,35294,11646,122,104253
90,19,2,0.2060194939779615,28699,37178,10934,122,104253
90,17,2,0.16883503564778496,23584,44000,19145,113,104253
90,18,2,0.24632519672893527,28163,37497,11040,118,104253
375,20,2,0.21463120161391774,26809,47528,19554,47,104253
100,16,2,0.23225142690423062,28538,36323,11646,112,104253
100,19,2,0.20727459849349106,28474,37576,10934,112,104253
100,18,2,0.3083824539777604,26919,38479,11040,108,104253
100,17,2,0.20169570990274271,23419,44552,19145,103,104253
425,20,2,0.20364027983327065,28016,47528,19554,44,104253
125,16,2,0.25164686086857874,28485,36323,11646,100,104253
125,19,2,0.2623859263747197,27561,38282,10934,99,104253
125,17,2,0.20764025178203374,19872,49582,23586,90,104253
125,18,2,0.28154782383620675,23028,45378,19328,90,104253
150,16,2,0.2731653518439302,26047,39597,11646,90,104253
475,20,2,0.14589547871078712,10260,78395,54542,28,104253
150,18,2,0.3052349193970091,27429,38860,11652,90,104253
150,19,2,0.2769484107741656,22573,45695,19683,84,104253
150,17,2,0.2425596099396849,26975,39186,11166,91,104253
175,16,2,0.248141544762437,27286,38472,11646,84,104253
175,18,2,0.35548127680822994,26846,39877,11652,81,104253
175,17,2,0.28081222939676725,27246,39417,11166,82,104253
175,19,2,0.3192032694904938,27665,38690,10934,81,104253
200,16,2,0.24540377167728294,28014,38472,11646,80,104253
200,17,2,0.2762303392894409,27789,39417,11166,79,104253
200,18,2,0.35088244496043314,27391,39877,11652,78,104253
200,19,2,0.321983157692209,27601,38964,10934,77,104253
225,16,2,0.2333039051298713,28736,39018,11646,73,104253
225,17,2,0.23973278297632503,27130,40726,12475,75,104253
225,18,2,0.3475362822689578,27248,39877,11652,74,104253
225,19,2,0.2543858639708969,26972,39916,11886,73,104253
250,16,2,0.1882779457672424,21453,51575,25947,62,104253
250,17,2,0.24980059845872396,28056,41195,12475,67,104253
250,18,2,0.3091356443939163,28222,40846,12145,65,104253
250,19,2,0.25382817194550733,27928,39916,11886,69,104253
275,16,2,0.20956578427374692,21528,51575,25947,57,104253
275,17,2,0.2570055995024207,28608,41195,12475,62,104253
275,18,2,0.33005639507837137,28328,40846,12145,61,104253
275,19,2,0.2670936182030954,28597,40326,11886,61,104253
300,16,2,0.2252969957066522,22078,51861,25947,54,104253
300,17,2,0.2663708381129505,28716,41195,12475,60,104253
300,19,2,0.2617135313534345,29111,40326,11886,58,104253
300,18,2,0.3275070445203007,28888,40846,12145,59,104253
325,16,2,0.200492670623788,21748,53113,25947,50,104253
325,17,2,0.25982871780510797,28404,42427,12475,56,104253
325,19,2,0.2617960776463445,28825,41565,11886,55,104253
325,18,2,0.32094606743082094,28864,42111,12145,54,104253
350,16,2,0.26229287453891104,31066,40901,11646,51,104253
350,17,2,0.2501782776063829,29759,42427,12475,52,104253
350,19,2,0.2461693120424368,29819,41650,11886,51,104253
350,18,2,0.31398064250991464,29860,42417,12145,50,104253
375,16,2,0.27073261557810485,31416,40901,11646,50,104253
375,17,2,0.24328494750896243,30484,42427,12475,50,104253
375,19,2,0.2461693120424368,29819,41650,11886,51,104253
375,18,2,0.31398064250991464,29860,42417,12145,50,104253
400,16,2,0.26361336018939646,32208,40901,11646,48,104253
400,17,2,0.2512867499879093,31237,42759,12475,47,104253
400,19,2,0.22059975106731486,26846,48029,19683,46,104253
400,18,2,0.30701924748480414,30641,42417,12145,48,104253
425,16,2,0.26361336018939646,32208,40901,11646,48,104253
425,17,2,0.2512867499879093,31237,42759,12475,47,104253
425,19,2,0.216775807179835,27249,48029,19683,45,104253
425,18,2,0.27636366897876496,21401,56362,27796,42,104253
450,16,2,0.24232608200409453,33947,40901,11646,43,104253
450,17,2,0.2383569196183283,32984,42759,12475,42,104253
450,19,2,0.21483327562100163,28552,48029,19683,41,104253
450,18,2,0.26385783720732486,22697,56362,27796,38,104253
475,16,2,0.2661854123861911,34511,41724,11646,40,104253
475,17,2,0.2398540127559911,33334,42759,12475,40,104253
475,19,2,0.21483327562100163,28552,48029,19683,41,104253
475,18,2,0.26385783720732486,22697,56362,27796,38,104253
500,16,2,0.2571302730200099,35482,41724,11646,38,104253
500,17,2,0.23082001716598313,34303,42759,12475,38,104253
500,19,2,0.19193979598949243,29853,48672,19683,37,104253
500,18,2,0.2502199825751174,24151,56362,27796,35,104253
125,25,2,0.24398919687854717,25483,41744,20252,98,104253
50,22,2,0.3669545799226398,25761,40875,21016,157,104253
50,23,2,0.160352816966794,26447,39172,20002,156,104253
50,21,2,0.40625027960278304,23359,44208,23532,154,104253
50,24,2,0.1644965987983802,23183,44116,23931,151,104253
175,25,2,0.31489378034035226,25499,42379,20252,81,104253
60,22,2,0.38067161721087495,26149,40772,21016,143,104253
60,21,2,0.41323167017875206,23336,44433,23532,138,104253
60,23,2,0.17083847199253438,27125,38958,20002,143,104253
60,24,2,0.17138421429579578,23429,44116,23931,139,104253
225,25,2,0.3144629983981967,22943,46321,20252,70,104253
70,22,2,0.3813741845112435,24170,44131,21016,132,104253
70,21,2,0.41342406426024025,23462,44433,23532,132,104253
70,23,2,0.1630673672574967,26720,39172,20002,134,104253
70,24,2,0.17947974326581972,23895,44116,23931,129,104253
275,25,2,0.315162261895647,24213,46321,20252,63,104253
80,22,2,0.18531722279700108,24272,44274,21016,121,104253
80,23,2,0.16264516076006955,27163,39206,20002,125,104253
80,21,2,0.41732082644032326,23665,44433,23532,121,104253
80,24,2,0.17979727986174315,23672,44556,23931,118,104253
325,25,2,0.3001119620069937,24746,47566,20252,56,104253
90,23,2,0.15715819273445708,27372,39580,20002,117,104253
90,22,2,0.18826695209629968,23475,45117,21016,110,104253
90,21,2,0.1862467709719248,23362,44565,23532,113,104253
90,24,2,0.2055516597665602,23436,45023,23931,111,104253
375,25,2,0.31707073549964504,24973,48682,20252,51,104253
100,23,2,0.36806369051986965,26297,40956,20102,109,104253
100,21,2,0.18682283357359392,23015,45083,23532,104,104253
100,22,2,0.22883847646637004,22524,45975,21016,103,104253
100,24,2,0.25883561541601896,22633,45747,23931,104,104253
425,25,2,0.30197770432070964,26571,48682,20252,47,104253
125,23,2,0.21734307602274178,25507,41630,20102,97,104253
125,21,2,0.2324634390214085,22941,45564,23532,96,104253
125,22,2,0.25319817025155494,23003,45975,21016,94,104253
125,24,2,0.25961141942488836,24856,42663,20847,95,104253
475,25,2,0.30447975215168327,28800,48682,20252,41,104253
150,21,2,0.27613980348691486,24830,43099,17520,86,104253
150,23,2,0.19703126141193858,23042,44891,20102,87,104253
150,22,2,0.2707918915848976,22791,46326,21016,87,104253
150,24,2,0.28439564811635104,24378,43013,20847,86,104253
175,21,2,0.3057327611318251,25035,43286,17520,79,104253
175,23,2,0.21611847592370595,23593,45083,20102,79,104253
175,22,2,0.3175703083119942,22885,46515,21016,79,104253
175,24,2,0.28877624050096373,25354,42094,20847,82,104253
200,23,2,0.21434614347242648,23421,45347,20102,74,104253
200,22,2,0.32300221667178103,23331,46515,21016,73,104253
200,21,2,0.3019158120431389,25523,43286,17520,74,104253
200,24,2,0.29126466227409104,25758,42094,20847,76,104253
225,21,2,0.29941107284542323,25958,43286,17520,72,104253
225,22,2,0.32091087841160043,23770,46515,21016,71,104253
225,23,2,0.20797781272385743,23395,46451,20102,69,104253
225,24,2,0.2801153691385665,23486,45973,20847,71,104253
250,22,2,0.32035605594876115,24082,47155,21016,64,104253
250,24,2,0.2800483455203373,24439,45973,20847,67,104253
250,21,2,0.3064183426495824,26583,43887,17520,65,104253
250,23,2,0.20120358371861866,23748,47046,20102,65,104253
275,21,2,0.29021315756906624,26970,44274,17520,60,104253
275,24,2,0.28985868020327193,24799,45973,20847,64,104253
275,23,2,0.19926300640884553,23811,47046,20102,61,104253
275,22,2,0.32682693977509614,24233,47784,21016,59,104253
300,23,2,0.19671696105599942,24087,47046,20102,60,104253
300,21,2,0.287665237308859,27214,44274,17520,58,104253
300,24,2,0.2816238682842174,25411,46509,20847,60,104253
300,22,2,0.32153442727093967,24799,47784,21016,57,104253
325,23,2,0.18551435690327217,19456,55197,27138,51,104253
325,24,2,0.2810760038499394,25906,47252,20847,55,104253
325,21,2,0.24942188461878068,26832,45248,17520,54,104253
325,22,2,0.33780924145173974,24591,48528,21016,53,104253
350,23,2,0.19884565431351775,19263,56055,27138,47,104253
350,24,2,0.306787009519858,24813,49089,20847,52,104253
350,21,2,0.2190910699228108,23012,51617,23532,49,104253
350,22,2,0.3337943441642647,24582,49151,21016,50,104253
375,23,2,0.24741224318137173,23979,49019,20102,50,104253
375,24,2,0.29991773515912007,25537,49089,20847,50,104253
375,21,2,0.21226225186542289,23731,51617,23532,47,104253
375,22,2,0.3303755076053236,24942,49151,21016,49,104253
400,23,2,0.2367453303398712,25148,49019,20102,47,104253
400,24,2,0.29269759722929245,26306,49089,20847,48,104253
400,21,2,0.2075714792099689,24513,51617,23532,45,104253
400,22,2,0.3229952218869461,25727,49151,21016,47,104253
425,24,2,0.2888413552332999,26712,49089,20847,47,104253
425,23,2,0.23525320853189058,26395,49019,20102,44,104253
425,21,2,0.21091182720752538,28154,47280,19195,45,104253
425,22,2,0.3151025495148743,26559,49151,21016,45,104253
450,24,2,0.2941264329901806,28012,49089,20847,43,104253
450,23,2,0.23343567847954055,27714,49019,20102,40,104253
450,21,2,0.2089611012334633,30307,47280,19195,40,104253
450,22,2,0.30288178848784164,27861,49151,21016,42,104253
475,24,2,0.28177747258965247,27750,51268,20847,38,104253
475,23,2,0.23343567847954055,27714,49019,20102,40,104253
475,22,2,0.25748969183025894,27695,50222,21016,39,104253
475,21,2,0.2089611012334633,30307,47280,19195,40,104253
500,23,2,0.23015363795510024,28191,49019,20102,39,104253
500,24,2,0.278508734321044,28227,51268,20847,37,104253
500,22,2,0.2558504461745227,28062,50222,21016,37,104253
500,21,2,0.19544706125606623,31749,47280,19195,37,104253
125,40,2,0.4829618368980346,21744,49358,26744,89,104253
125,45,2,0.21543243521724686,22066,48042,23783,90,104253
125,30,2,0.16722583593219517,24941,42258,23395,97,104253
125,35,2,0.30121583792531803,32282,34433,10858,97,104253
125,1,50,0.27757695284653683,34322,27013,7397,123,104253
175,40,2,0.45384980462561836,21566,49647,26744,74,104253
175,45,2,0.2225963970361381,21712,47115,23783,76,104253
175,30,2,0.17848423941145528,24069,43798,23395,79,104253
175,35,2,0.22811368860047682,26507,42442,19389,77,104253
175,1,50,0.26027793917059794,33868,29367,7397,92,104253
225,45,2,0.26462230270631715,20069,51160,23783,64,104253
225,40,2,0.4378775699005822,19575,53824,26744,62,104253
225,30,2,0.18273389229093218,21680,47772,23395,68,104253
225,35,2,0.23322584849349257,23678,46492,19389,67,104253
225,1,50,0.24585578555462653,35246,30392,7397,75,104253
275,40,2,0.21265475113385782,25629,46953,19654,58,104253
275,35,2,0.23733979593614238,24162,47120,19389,59,104253
275,30,2,0.19449238426948126,22070,49266,23395,60,104253
275,45,2,0.2943379110719373,20104,52583,23783,57,104253
275,1,50,0.2355441403927139,35458,31972,7397,66,104253
325,35,2,0.2791267162467641,24901,47463,19389,53,104253
325,40,2,0.22551305883047254,26413,46953,19654,53,104253
325,30,2,0.1862662071335934,22869,49849,23395,53,104253
325,45,2,0.31371129079397303,20234,52583,23783,53,104253
325,1,50,0.23198700368153338,35784,31972,7397,63,104253
375,35,2,0.2465138730826613,25800,48075,19389,48,104253
375,40,2,0.20728574718793405,27364,47680,19654,48,104253
375,45,2,0.30399268666947626,21222,52946,23783,48,104253
375,30,2,0.1664030229389264,24154,50263,23395,48,104253
375,1,50,0.271345473207538,35979,32800,7397,56,104253
425,40,2,0.22446153168852173,27682,47680,19654,45,104253
425,45,2,0.32787014275937437,22387,52946,23783,43,104253
425,35,2,0.23515967958493425,26456,48075,19389,44,104253
425,30,2,0.16321392064259413,24548,50263,23395,46,104253
425,1,50,0.23309699992207994,32712,42047,10717,45,104253
