2,1,50,0.15541669443296685,22266,23511,6624,353,104253
2,2,50,0.18435952501378325,23949,23638,6606,336,104253
2,4,50,0.21152829374716114,29701,21430,4815,297,104253
2,5,50,0.23138549457144064,32391,19178,3504,270,104253
2,3,50,0.23507385104235784,27678,21644,3526,306,104253
2,1,60,0.16055701272225031,24439,19780,4726,311,104253
2,4,60,0.21312357685906447,29372,21541,4815,252,104253
2,2,60,0.20366441968564433,25762,20030,4692,299,104253
2,5,60,0.24055892728174666,31198,21409,4747,225,104253
2,3,60,0.24287285661759012,27034,22771,4768,266,104253
2,1,70,0.16259139446825494,24750,20815,4726,270,104253
2,4,70,0.23508058707463717,29299,22235,3573,219,104253
2,5,70,0.2479841610262661,32668,20141,3504,212,104253
2,2,70,0.23455943103970886,25921,20956,4692,257,104253
2,3,70,0.2450117544931467,26032,25407,4105,220,104253
2,4,80,0.1779279778674328,17316,48381,27337,136,104253
2,1,80,0.1852369655233768,24042,22552,4726,234,104253
2,5,80,0.25394159192759713,33535,20141,3504,196,104253
2,2,80,0.2508342693857561,26869,20879,3520,231,104253
2,3,80,0.2490886265036915,26242,25756,4105,197,104253
2,4,90,0.18882045801287842,17784,48603,27420,125,104253
2,1,90,0.18411461490260753,25685,21699,3511,215,104253
2,5,90,0.24514455218116193,34189,20281,3504,181,104253
2,2,90,0.24706221051278976,27126,21912,3520,207,104253
2,3,90,0.2501645307192017,27114,25756,4105,178,104253
2,4,100,0.18883267604094034,18261,48603,27420,120,104253
2,5,100,0.2551752828408529,33377,22266,3504,165,104253
2,1,100,0.18541454942104815,26590,22046,3539,197,104253
2,2,100,0.2562592857487205,27827,21912,3520,191,104253
2,3,100,0.24692921764364684,27721,25853,4105,167,104253
2,5,125,0.4201747357744025,23088,43936,21268,104,104253
2,4,125,0.19484905708738331,18133,49208,27420,107,104253
2,1,125,0.23576885647003848,26588,22430,3539,170,104253
2,2,125,0.2923984223441498,28361,22235,3520,165,104253
2,3,125,0.27123056279720903,29143,25755,4105,147,104253
2,5,150,0.26298119197348513,22542,43936,21268,94,104253
2,4,150,0.20076386161874782,17726,50515,27420,97,104253
2,1,150,0.16863263566890155,16536,49775,28661,98,104253
2,2,150,0.20257377280014793,17047,50008,28348,95,104253
2,3,150,0.2517089364985264,19582,46226,22927,99,104253
2,5,175,0.2884713849787836,22666,44095,21268,85,104253
2,4,175,0.21408291178703345,17575,50775,27420,84,104253
2,1,175,0.23594613915238238,22124,38748,13767,99,104253
2,2,175,0.2159708310058346,17048,50521,28861,86,104253
2,3,175,0.25475566850384845,19616,46408,22927,87,104253
2,5,200,0.313847102518213,26894,39523,16338,83,104253
2,4,200,0.22652154645877337,17817,51063,27420,78,104253
2,1,200,0.21661049836446927,16710,51363,29150,77,104253
2,2,200,0.22729185975249147,17137,50927,28861,77,104253
2,3,200,0.24985355866146897,20568,46618,22927,78,104253
2,4,225,0.27251422336482034,18213,51281,27420,74,104253
2,5,225,0.326288448354891,21717,48441,21268,70,104253
2,1,225,0.20855989951461223,14610,55005,29150,70,104253
2,2,225,0.21690143867877043,17350,51246,28861,72,104253
2,3,225,0.2672580988328531,23891,40534,14108,79,104253
2,4,250,0.30365382095522,16536,55488,27420,64,104253
2,1,250,0.318465123641746,20817,43528,13959,75,104253
2,5,250,0.3400843628771687,22054,48441,21268,67,104253
2,2,250,0.2777181066029003,15006,55222,28861,66,104253
2,3,250,0.34937511358611795,21569,44488,14108,71,104253
2,4,275,0.30111315674607025,16799,55488,27420,62,104253
2,1,275,0.31459554546314605,20743,44566,14338,67,104253
2,5,275,0.3517787931375348,22516,48768,21268,63,104253
2,2,275,0.3434054744468303,21355,44018,14009,67,104253
2,3,275,0.35465410071713555,21752,44726,14108,67,104253
2,4,300,0.3020761472719485,17334,55488,27420,59,104253
2,1,300,0.3120593513851333,20988,44566,14338,65,104253
2,2,300,0.34071989814386944,21644,44018,14009,65,104253
2,5,300,0.35612110202771907,26284,44734,17234,62,104253
2,3,300,0.3560096020147592,22332,44726,14108,65,104253
2,4,325,0.30191259532257,17915,55488,27420,56,104253
2,1,325,0.3133761553495243,21281,44566,14338,62,104253
2,2,325,0.32520241849672843,21845,44018,14009,62,104253
2,5,325,0.3402463399534513,26772,45225,17234,56,104253
2,3,325,0.34994769639152523,22613,44726,14108,63,104253
2,4,350,0.32276262854324905,18527,56009,27420,51,104253
2,1,350,0.2387599612589643,21051,45126,14338,59,104253
2,2,350,0.276196976056297,22392,44589,14009,58,104253
2,3,350,0.31719145374129865,23014,45350,14108,56,104253
2,5,350,0.34682605502353653,24886,49259,21268,50,104253
2,4,375,0.3059355181128792,18484,57151,28194,48,104253
2,1,375,0.24218965268502274,21760,45126,14338,57,104253
2,2,375,0.2799344913886273,23484,44589,14009,55,104253
2,3,375,0.31364436858881267,23754,45350,14108,54,104253
2,5,375,0.32677283543205504,25211,49639,21268,48,104253
2,4,400,0.30079089041125245,19264,57151,28194,46,104253
2,1,400,0.23170770038940772,23300,45126,14338,53,104253
2,2,400,0.2704866830776547,24652,44589,14009,52,104253
2,3,400,0.3083474498456865,24526,45350,14108,52,104253
2,5,400,0.31970985909728544,25984,49639,21268,46,104253
2,1,425,0.2278343048964449,23705,45126,14338,52,104253
2,4,425,0.30079089041125245,19264,57151,28194,46,104253
2,2,425,0.2704866830776547,24652,44589,14009,52,104253
2,3,425,0.3083474498456865,24526,45350,14108,52,104253
2,5,425,0.31970985909728544,25984,49639,21268,46,104253
2,1,450,0.23075776991026128,25026,45126,14338,49,104253
2,4,450,0.29454225037865245,21026,57151,28194,42,104253
2,2,450,0.265973591314043,26406,44589,14009,48,104253
2,3,450,0.3076833581510785,25839,45350,14108,48,104253
2,5,450,0.33064638741521396,27731,49639,21268,41,104253
2,1,475,0.22642053654945188,25480,45126,14338,48,104253
2,4,475,0.295426715061007,21944,57151,28194,40,104253
2,3,475,0.3033657620870922,26291,45350,14108,47,104253
2,2,475,0.265973591314043,26406,44589,14009,48,104253
2,5,475,0.3209739591490841,28534,49736,21268,38,104253
2,1,500,0.21783829096530768,26453,45126,14338,46,104253
2,4,500,0.287050766975839,22918,57151,28194,38,104253
2,3,500,0.29600764710142585,27471,46591,14803,42,104253
2,2,500,0.2577004294517094,27858,44589,14009,45,104253
2,5,500,0.313653583784158,29503,49736,21268,36,104253
2,7,50,0.3016593054349461,18830,49169,29719,161,104253
2,9,50,0.20677675695005643,22811,43466,23518,160,104253
2,10,50,0.21502184741936944,34636,22778,3610,214,104253
2,8,50,0.24303618669701127,21174,44239,24174,163,104253
2,6,50,0.26766998407199105,21987,42655,24268,180,104253
2,10,60,0.22229383124986923,34588,22233,3610,198,104253
2,9,60,0.2078226163086206,22151,44025,23518,148,104253
2,7,60,0.32936116692590556,31490,23338,3536,208,104253
2,6,60,0.26555434608849077,21802,43020,24268,163,104253
2,8,60,0.2283014724951269,20392,45206,24174,150,104253
2,9,70,0.2201808221060378,22600,44146,23518,137,104253
2,10,70,0.2197846218308936,35118,22233,3610,183,104253
2,7,70,0.3236176044643605,31871,23456,3536,194,104253
2,6,70,0.27788157019879933,21395,44514,24268,147,104253
2,8,70,0.2480895070951592,20539,45351,24174,137,104253
2,10,80,0.21933170623792303,34960,22843,3610,171,104253
2,9,80,0.22827698708712246,22678,44167,23518,130,104253
2,7,80,0.33822192533190165,32354,23584,3536,178,104253
